Locus Tag	Name	FDR (Mouse)	logFC (Mouse)	Fitness (Mouse)	FDR (Pig)	logFC (Pig)	Fitness (Pig)	FDR (Chicken)	logFC (Chicken)	Fitness (Chicken)	FDR (Cattle)	logFC (Cattle)	Fitness (Cattle)
SL1344_1081	csgA	0.911756713	-0.231773611	0	0.000000166	-15	2	7.16E-09	-7.086016054	2	9.05E-30	-15	2
SL1344_1082	csgC	0.986766909	-0.038802943	0	1.68E-08	-3.48340884	2	0.00000257	-6.349743477	2	2.97E-32	-15	2
SL1344_1083	ymdA	0.860730193	-0.329443697	0	na	na	3	na	na	3	na	na	3
SL1344_1084	SL1344_1084	na	na	3	0.420548959	-0.922779663	0	0.696974307	1.236313238	0	na	na	3
SL1344_1085	ymdC	0.763155868	-0.444399196	0	0.791161425	-0.253539081	0	0.885485501	1.246560257	0	0.416863105	0.461235849	0
SL1344_1086	mdoC	0.860786352	0.373650311	0	5.52E-09	-3.454410367	2	0.286356023	-1.511426484	0	9.43E-17	-5.264814994	2
SL1344_1087	mdoG	0.000227812	-2.246137642	2	0.030426924	-2.222286996	2	0.000018	-4.848421271	2	1.35E-32	-4.812142336	2
SL1344_1088	mdoH	0.028022856	-1.639880149	2	0.910613613	-0.168909328	0	8.17E-10	-15	2	2.27E-27	-15	2
SL1344_1090	msyB	0.810684238	-0.579450623	0	na	na	3	na	na	3	na	na	3
SL1344_1091	yceE	0.703975725	1.361323679	0	na	na	3	na	na	3	na	na	3
SL1344_1093	yceA	0.56841651	0.7470397	0	0.042640118	-2.722466024	2	0.860314059	-0.699765176	0	0.000439374	-1.821415166	2
SL1344_1095	yceJ	na	na	3	0.04636019	-1.915970105	2	0.914820408	0.544202897	0	0.934988377	0.060161132	0
SL1344_1097	solA	0.424939835	0.93475226	0	0.007307199	-3.20461772	2	0.48118951	1.809133961	0	0.0000724	-1.977792966	2
SL1344_1098	bssS	na	na	3	0.994605378	-0.043929408	0	0.86055029	0.728262624	0	0.001692793	1.573109284	1
SL1344_1099	dinI	na	na	3	0.075889695	2.277282086	0	0.874706755	0.899648267	0	0.49785745	0.546978558	0
SL1344_1100	pyrC	0.00000139	-2.752304159	2	1.55E-09	-15	2	0.0000258	-4.503833122	2	2.63E-27	-7.16319409	2
SL1344_1101	yceB	0.999570635	0.039199583	0	na	na	3	na	na	3	na	na	3
SL1344_1102	grxB	0.639286677	0.642128049	0	na	na	3	na	na	3	na	na	3
SL1344_1103	yceL	0.021737047	1.719405812	1	na	na	3	na	na	3	na	na	3
SL1344_1104	rimJ	0.17995128	1.173110182	0	0.422936862	1.040993839	0	0.84085579	0.736004956	0	0.262956573	0.750094821	0
SL1344_1105	yceH	0.911442435	0.268133264	0	0.722418639	0.916038749	0	0.308757873	1.937948854	0	0.279787022	0.818138309	0
SL1344_1106	mviM	0.962704554	-0.131661795	0	0.624981835	0.722053639	0	0.39339411	1.942703177	0	0.028198705	1.709110887	1
SL1344_1108	flgN	na	na	3	0.001223774	-15	2	0.983383916	1.071629209	0	0.000000239	-3.024055742	2
SL1344_1110	flgA	0.900799625	0.288017456	0	na	na	3	na	na	3	na	na	3
SL1344_1111	flgB	0.656819038	1.214160544	0	0.065497233	-2.825445673	0	1	0.050367055	0	3.51E-25	-4.097108928	2
SL1344_1112	flgC	0.037342977	1.552201504	1	0.283862883	-1.356905902	0	0.357865446	1.667453	0	0.188151531	0.996574779	0
SL1344_1113	flgD	0.978851629	-0.0572341	0	na	na	3	na	na	3	na	na	3
SL1344_1114	flgE	0.003453015	1.966129825	1	na	na	3	na	na	3	na	na	3
SL1344_1115	flgF	0.851562848	-0.382644631	0	na	na	3	na	na	3	na	na	3
SL1344_1117	flgH	na	na	3	0.08879645	-2.114370558	0	0.956955776	-0.151334197	0	na	na	3
SL1344_1118	flgI	0.336122331	1.019389151	0	0.082920144	-15	0	0.305040396	2.26688528	0	0.014691409	1.717612377	1
SL1344_1120	flgK	0.015241788	1.728065296	1	0.00000454	-5.613941568	2	0.841998008	-0.764693434	0	0.017824242	-1.096875551	2
SL1344_1121	flgL	na	na	3	0.705644006	-0.713477241	0	0.984440414	-0.067984882	0	6.83E-39	-15	2
SL1344_1122	rne	9.48E-08	-3.511520107	2	0.007599408	-2.413448628	2	1.89E-10	-8.392054282	2	4.67E-13	-4.27523161	2
SL1344_1123	rluC	0.139965967	-1.474036836	0	0.255778243	2.516160154	0	0.322681011	-1.450526012	0	0.7207557	0.288675882	0
SL1344_1124	SL1344_1124	0.459696504	0.811245198	0	na	na	3	na	na	3	na	na	3
SL1344_1125	SL1344_1125	0.216106461	1.106587685	0	0.108551716	-1.896495424	0	0.857750218	0.692681407	0	0.069165273	-0.974325056	0
SL1344_1126	maf-a	0.526810934	0.745982036	0	na	na	3	na	na	3	na	na	3
SL1344_1129	plsX	0.003510276	-1.859615336	2	na	na	3	na	na	3	na	na	3
SL1344_1134	fabF	1.23E-12	-4.934633496	2	0.00000863	-15	2	0.00000251	-5.459702412	2	5.37E-47	-6.05978134	2
SL1344_1135	pabC	0.579910657	-0.664746046	0	na	na	3	na	na	3	na	na	3
SL1344_1136	yceG	0.439266156	0.904324201	0	na	na	3	na	na	3	na	na	3
SL1344_1139	ycfH	0.747806309	0.779491306	0	0.972715279	-0.067513668	0	0.84432124	0.706377924	0	0.010314	1.309480374	1
SL1344_1140	ptsG	na	na	3	0.028310065	-2.453476895	2	0.903035801	0.526021501	0	0.035392428	1.091887403	1
SL1344_1141	fhuE	0.576843986	0.737707613	0	0.11009899	1.892756963	0	0.479499973	1.473740014	0	0.002034176	2.34352776	1
SL1344_1142	ycfF	0.653601707	-0.570755669	0	na	na	3	na	na	3	na	na	3
SL1344_1144	ycfM	na	na	3	0.557422627	-1.035405336	0	0.528093126	-1.121535199	0	0.619140738	0.292840161	0
SL1344_1145	thiK	0.955154697	0.166832559	0	na	na	3	na	na	3	na	na	3
SL1344_1146	nagZ	0.560819733	-0.981629689	0	0.963102483	-0.081986317	0	0.4952168	-1.171372987	0	0.056641735	1.362225026	0
SL1344_1148	ndh	0.949308104	0.290463684	0	0.543056438	0.773389002	0	0.547207722	-1.083162029	0	0.085335139	1.215368539	0
SL1344_1149	ycfJ	0.977098356	-0.061207055	0	0.831215876	0.283158525	0	0.973053855	0.255747323	0	0.049841713	1.422645677	1
SL1344_1150	ycfQ	na	na	3	0.038514477	3.775224368	1	0.47167105	1.555358592	0	0.002251773	2.389132074	1
SL1344_1151	ycfR	0.837724368	1.056386476	0	na	na	3	na	na	3	na	na	3
SL1344_1152	ycfS	na	na	3	na	na	3	0.994131322	-0.041268775	0	0.033338425	-1.104748404	2
SL1344_1153	mfd	0.001319503	-2.099761153	2	0.323735669	1.634735401	0	0.751317202	-0.747461568	0	0.085480748	1.224258342	0
SL1344_1157	ycfX	0.658858462	-0.577213874	0	na	na	3	0.944554966	0.513226395	0	0.01952213	1.707250071	1
SL1344_1161	sifA	2.91E-12	-4.157698443	2	0.000000654	-15	2	0.002312573	-3.356565399	2	1.49E-16	-4.596891044	2
SL1344_1162	potB	0.776235916	0.912523056	0	0.210123882	2.677342315	0	0.788193199	0.871824696	0	3.34E-09	-2.994924504	2
SL1344_1163	potA	0.370439342	0.937162782	0	na	na	3	na	na	3	na	na	3
SL1344_1164	pepT	0.015064159	-1.580879853	2	na	na	3	na	na	3	na	na	3
SL1344_1165	SL1344_1165	0.84420674	-0.691062229	0	1.28E-30	-15	2	1.26E-09	-9.063755856	2	0.085655606	1.290910658	0
SL1344_1167	ycfD	0.154387712	1.223905177	0	0.532913362	0.965418227	0	0.777700137	0.89636365	0	0.000325354	-1.932386039	2
SL1344_1168	phoQ	4.21E-32	-15	2	0.055111138	-15	0	0.000042	-4.957143523	2	9.61E-30	-15	2
SL1344_1169	phoP	1.85E-37	-9.882055382	2	na	na	3	na	na	3	na	na	3
SL1344_1175	rluB	0.800539331	-0.388276206	0	na	na	3	na	na	3	na	na	3
SL1344_1176	icdA	na	na	3	0.001752668	-15	2	0.001446058	-4.372463554	2	8.19E-28	-15	2
SL1344_1177	SL1344_1177	0.345139172	-0.89595483	0	0.00000116	-15	2	0.000000709	-6.330753568	2	2.22E-34	-15	2
SL1344_1179	envF	0.991499624	-0.018795947	0	na	na	3	3.11E-09	-15	2	5.21E-32	-15	2
SL1344_1181	envE	0.181698441	1.161551068	0	0.00000519	-15	2	0.00000132	-5.615317671	2	2.22E-34	-15	2
SL1344_1182	cspH	0.675154038	0.58909685	0	na	na	3	na	na	3	na	na	3
SL1344_1184	pagC	0.917197634	-0.205968052	0	na	na	3	na	na	3	na	na	3
SL1344_1185	pliC	0.568686374	0.744036591	0	na	na	3	na	na	3	na	na	3
SL1344_1187	SL1344_1187	0.663576082	0.672117042	0	0.113572201	-1.619962571	0	0.965569716	0.293996139	0	0.006504156	-1.413286396	2
SL1344_1188	SL1344_1188	0.41130208	0.874224314	0	7.37E-08	-15	2	5.29E-11	-15	2	2.06E-32	-15	2
SL1344_1189	SL1344_1189	0.802702034	0.430369318	0	na	na	3	na	na	3	na	na	3
SL1344_1191	SL1344_1191	0.84759152	-0.340114798	0	0.047114737	-2.145963206	2	0.000390838	-3.956417729	2	0.001139332	-1.845032452	2
SL1344_1193	SL1344_1193	0.843928849	0.405033033	0	na	na	3	na	na	3	na	na	3
SL1344_1196	SL1344_1196	0.525234784	0.74572806	0	1	-0.285113992	0	0.705269155	-0.86786237	0	5.00E-18	-4.86116804	2
SL1344_1197	SL1344_1197	0.980480764	0.108957765	0	na	na	3	na	na	3	na	na	3
SL1344_1199	aadA	0.377814483	0.917997392	0	na	na	3	na	na	3	na	na	3
SL1344_1200	SL1344_1200	0.746294876	0.613627762	0	6.15E-21	-5.923190081	2	0.000320258	-4.066467098	2	1.49E-13	-4.558173937	2
SL1344_1201	SL1344_1201	0.487307276	0.796925581	0	1.54E-08	-15	2	1.43E-09	-15	2	3.35E-34	-15	2
SL1344_1204	aroQ	0.170650709	1.18665111	0	2.15E-10	-3.244386789	2	0.363661818	-1.39224743	0	na	na	3
SL1344_1205	yeaS	na	na	3	0.050253753	-2.198904068	0	0.946942385	-0.233429446	0	0.131078852	-0.800497847	0
SL1344_1207	yoaG	0.890479422	0.29920836	0	na	na	3	na	na	3	na	na	3
SL1344_1208	SL1344_1208	0.831202435	0.611071039	0	na	na	3	na	na	3	na	na	3
SL1344_1210	yeaQ	0.843928849	0.730030483	0	na	na	3	na	na	3	na	na	3
SL1344_1212	SL1344_1212	0.967292612	0.131905785	0	na	na	3	na	na	3	na	na	3
SL1344_1214	yeaN	0.675116616	0.623425244	0	0.184557987	1.658573632	0	0.746327639	0.962232277	0	na	na	3
SL1344_1215	yeaM	0.86244627	0.71251579	0	na	na	3	na	na	3	na	na	3
SL1344_1216	yeaL	0.97667881	2.02924297	0	na	na	3	na	na	3	na	na	3
SL1344_1217	yeaK	na	na	3	0.17170187	-1.928452191	0	0.407585068	1.586729142	0	0.973599652	0.038815498	0
SL1344_1218	yeaJ	0.355207471	1.549148821	0	5.35E-09	-15	2	1.02E-09	-15	2	2.22E-34	-15	2
SL1344_1219	yeaH	0.821988296	-0.369039182	0	na	na	3	na	na	3	na	na	3
SL1344_1220	yeaG	0.56608849	-0.669019042	0	0.615528965	-1.198904068	0	0.903017512	-0.538987606	0	0.000296484	-2.097312655	2
SL1344_1222	SL1344_1222	na	na	3	0.539626033	-0.531669117	0	0.827655945	1.168053886	0	0.863021923	-0.110119911	0
SL1344_1223	SL1344_1223	0.380554689	0.917072561	0	na	na	3	na	na	3	na	na	3
SL1344_1224	yeaD	0.845606835	-0.330912272	0	0.779662626	-0.450632037	0	0.818099319	0.880932447	0	0.014095934	1.610567631	1
SL1344_1227	yeaC	0.728439036	-0.485214817	0	na	na	3	na	na	3	na	na	3
SL1344_1228	nam	0.817781378	-0.64685634	0	na	na	3	na	na	3	na	na	3
SL1344_1229	ansA	0.135197253	-1.161362138	0	0.579033951	0.73674552	0	0.887759277	0.579582168	0	0.796546326	0.17307513	0
SL1344_1230	sppA	0.285197144	-0.98510142	0	0.002837689	-3.144456284	2	0.458190313	1.488961529	0	5.79E-20	-5.218313326	2
SL1344_1231	ydjA	0.212544614	1.117701649	0	na	na	3	na	na	3	na	na	3
SL1344_1232	selD	0.003560773	1.969952792	1	0.873637082	0.226355814	0	0.843213805	-0.565277422	0	1.94E-08	-2.156276621	2
SL1344_1233	topB	0.426063592	0.895288946	0	1.01E-08	-7.243298188	2	0.62358107	1.211454975	0	0.094306264	-0.887953043	0
SL1344_1234	gdhA	0.771594649	0.475209065	0	na	na	3	na	na	3	na	na	3
SL1344_1236	SL1344_1236	0.94503585	0.214954579	0	na	na	3	na	na	3	na	na	3
SL1344_1238	argDa	0.698383952	0.575637948	0	na	na	3	na	na	3	na	na	3
SL1344_1239	astA	0.79079916	1.488756027	0	0.123102948	-2.066453772	0	0.936572206	-0.264722033	0	0.144470087	0.802574433	0
SL1344_1240	astD	0.831202435	0.412110857	0	na	na	3	na	na	3	na	na	3
SL1344_1241	astB	0.964553016	-0.10062671	0	na	na	3	na	na	3	na	na	3
SL1344_1243	SL1344_1243	0.725155668	0.809217688	0	0.0000592	-15	2	6.42E-09	-15	2	9.14E-64	-15	2
SL1344_1244	SL1344_1244	0.189905523	1.566426791	0	na	na	3	na	na	3	na	na	3
SL1344_1247	celA	0.164112224	1.239199115	0	0.0000157	-15	2	0.017307205	-2.725369133	2	3.42E-21	-4.451143688	2
SL1344_1248	celB	0.323732008	1.000841545	0	na	na	3	na	na	3	na	na	3
SL1344_1249	celC	na	na	3	0.0021941	-3.929845875	2	0.649122048	-0.95150495	0	0.004962909	-1.4416097	2
SL1344_1250	celD	0.937230918	0.203660025	0	na	na	3	na	na	3	na	na	3
SL1344_1251	celF	0.654794854	-0.567153145	0	na	na	3	0.903438332	-0.597494612	0	1.00E-23	-6.285340391	2
SL1344_1252	celG	0.867707139	2.939247805	0	na	na	3	na	na	3	na	na	3
SL1344_1253	katE	0.747806309	0.514406509	0	0.191406426	-15	0	1	-0.034505114	0	0.057156612	-15	0
SL1344_1255	ydjN	na	na	3	0.805855896	0.340970543	0	0.892772133	0.568394784	0	0.00000986	-2.264056109	2
SL1344_1256	ydjM	0.660610097	0.639052161	0	na	na	3	na	na	3	na	na	3
SL1344_1258	yniB	0.706953145	0.549900573	0	na	na	3	na	na	3	na	na	3
SL1344_1259	SL1344_1259	0.755203175	0.928144035	0	0.911921934	-0.17516942	0	0.936479573	0.430062073	0	0.424576259	0.624018114	0
SL1344_1261	pfkB	na	na	3	0.861030093	0.541406841	0	0.746628574	0.969714636	0	na	na	3
SL1344_1262	ydiY	na	na	3	0.423782629	0.919127949	0	0.782158105	0.875608275	0	0.035140475	1.595749347	1
SL1344_1263	SL1344_1263	0.544867652	0.750100281	0	0.000000821	-15	2	2.89E-09	-15	2	1.00E-33	-15	2
SL1344_1265	SL1344_1265	0.576111377	0.710037037	0	na	na	3	na	na	3	na	na	3
SL1344_1266	rfc	0.251713922	1.115613266	0	0.0000794	-15	2	6.85E-08	-15	2	4.38E-29	-15	2
SL1344_1274	btuC	0.204402787	1.579850748	0	na	na	3	na	na	3	na	na	3
SL1344_1275	btuE	0.962251626	0.150648005	0	na	na	3	na	na	3	na	na	3
SL1344_1276	btuD	0.993980613	-0.015690473	0	na	na	3	na	na	3	na	na	3
SL1344_1277	nlpC	na	na	3	0.447632913	-0.941303549	0	1	0.034751782	0	0.301636402	0.564469276	0
SL1344_1278	ydiV	0.654923524	-0.549184522	0	0.00000232	-3.187844655	2	0.135760825	-1.901958153	0	2.53E-17	-4.683888006	2
SL1344_1279	ydiU	0.78980206	-0.419736283	0	0.915990415	-0.154986952	0	0.876294616	0.624340185	0	0.001591565	2.497620514	1
SL1344_1281	aroH	na	na	3	0.332486801	2.211083236	0	0.834899332	-0.599944777	0	0.0000112	2.432556705	1
SL1344_1282	ydiA	na	na	3	0.005854757	-3.95734939	2	0.778424855	-0.915503708	0	0.00000256	-2.984707075	2
SL1344_1283	pps	0.947811883	0.181782524	0	0.048924821	-2.237525362	2	0.444648711	-1.262599446	0	0.001244187	2.493746573	1
SL1344_1284	ydiD	0.721149177	0.550226359	0	0.070005993	-2.362134417	0	0.810315352	0.825705486	0	0.021781479	-1.391389525	2
SL1344_1285	ydiT	0.666420814	-0.555983802	0	na	na	3	na	na	3	na	na	3
SL1344_1286	ydiS	0.432086493	0.879397737	0	0.061023021	-2.709098801	0	0.913446815	0.514084002	0	0.000975331	-1.736779561	2
SL1344_1287	ydiR	0.320849626	1.012770366	0	na	na	3	na	na	3	na	na	3
SL1344_1288	ydiQ	0.88751944	0.306096016	0	na	na	3	na	na	3	na	na	3
SL1344_1289	ydiP	0.062587956	1.490332181	0	0.00000261	-15	2	6.85E-08	-15	2	2.36E-22	-15	2
SL1344_1290	ydiO	0.188231778	1.196701053	0	0.000609087	-15	2	3.11E-09	-15	2	4.92E-30	-15	2
SL1344_1291	ydiF	0.305965195	1.048278083	0	0.001560306	-6.040206322	2	0.000111692	-4.334824495	2	7.88E-63	-15	2
SL1344_1292	aroD	7.76E-29	-8.33235544	2	3.06E-15	-4.829423365	2	1.22E-09	-15	2	3.76E-67	-15	2
SL1344_1293	aroE	0.380457207	1.233066759	0	na	na	3	0.000111686	-4.266639935	2	1.76E-33	-15	2
SL1344_1294	ydiN	0.538217068	-0.670113909	0	na	na	3	na	na	3	na	na	3
SL1344_1296	ydiM	0.103842705	1.363158292	0	na	na	3	na	na	3	na	na	3
SL1344_1297	ydiL	0.505238038	0.773851957	0	na	na	3	na	na	3	na	na	3
SL1344_1298	ydiK	0.923986658	1.826140682	0	na	na	3	na	na	3	na	na	3
SL1344_1299	ydiJ	0.095454808	1.382619652	0	0.081851253	-2.05150655	0	0.789683878	0.879561983	0	3.92E-09	-3.165207582	2
SL1344_1300	SL1344_1300	0.79079916	-0.481744626	0	na	na	3	na	na	3	na	na	3
SL1344_1302	SL1344_1302	0.751887123	0.868839506	0	0.000000357	-15	2	0.000466952	-3.80495884	2	2.91E-32	-15	2
SL1344_1303	sufA	na	na	3	0.00000127	-5.734956969	2	0.79799223	-0.643687548	0	0.001373404	-1.621085085	2
SL1344_1304	sufB	0.177168184	1.228262631	0	0.44078493	2.069287722	0	0.908527629	0.540738389	0	0.326383941	0.545938505	0
SL1344_1305	sufC	0.562488711	0.716244543	0	na	na	3	na	na	3	na	na	3
SL1344_1306	sufD	0.544083838	0.754047101	0	0.133061658	2.321288177	0	0.811010216	-0.62966091	0	0.016761442	1.789467659	1
SL1344_1307	sufS	0.204544864	1.232446878	0	0.893211386	0.267334512	0	1	0.119154395	0	na	na	3
SL1344_1308	ynhA	na	na	3	0.329534584	-1.115648565	0	0.251883156	-1.617529398	0	0.446797006	-0.428002834	0
SL1344_1312	pykF	0.00000263	-2.712086289	2	0.113250156	-1.734454375	0	0.073524487	-2.178805745	0	0.185196796	0.972164418	0
SL1344_1313	orf48	0.396368559	0.898574231	0	0.894967015	-0.205757739	0	0.915564398	-0.337339372	0	0.150082476	1.090420172	0
SL1344_1314	orf32	0.618826104	0.7701355	0	0.00102096	-2.959166282	2	0.917844659	-0.324293438	0	7.78E-13	-4.299971439	2
SL1344_1315	orf245	0.564183398	0.740764501	0	na	na	3	na	na	3	na	na	3
SL1344_1316	orf408	0.36912179	0.91653751	0	0.041346692	2.945887112	1	0.679273858	1.088449905	0	0.038067884	1.552124618	1
SL1344_1317	ttrA	0.663576082	-0.661450176	0	0.179447544	1.393592105	0	0.940356423	-0.238445064	0	0.040030737	1.277914917	1
SL1344_1318	ttrC	0.448732425	0.832593642	0	na	na	3	na	na	3	na	na	3
SL1344_1319	ttrB	0.498181792	0.802965964	0	1	0.002215555	0	0.757092843	-0.749795603	0	0.003414185	-1.533458947	2
SL1344_1320	ttrS	0.259551112	1.091717795	0	na	na	3	na	na	3	na	na	3
SL1344_1321	ttrR	0.392555126	0.888107056	0	na	na	3	na	na	3	na	na	3
SL1344_1323	orf319	na	na	3	0.249508041	-1.315656315	0	0.667936999	1.123788115	0	0.647904084	-0.35313858	0
SL1344_1324	orf242	0.076902077	1.392503801	0	na	na	3	na	na	3	na	na	3
SL1344_1325	ssrB	6.22E-38	-15	2	7.47E-19	-6.15646838	2	8.47E-11	-15	2	1.12E-71	-15	2
SL1344_1326	ssrA	2.65E-35	-8.914984172	2	na	na	3	na	na	3	na	na	3
SL1344_1327	ssaB	9.02E-40	-15	2	na	na	3	na	na	3	na	na	3
SL1344_1328	ssaC	1.92E-46	-9.817081304	2	na	na	3	na	na	3	na	na	3
SL1344_1329	ssaD	3.18E-31	-7.644730956	2	na	na	3	na	na	3	na	na	3
SL1344_1333	sscA	6.65E-34	-8.925680322	2	na	na	3	na	na	3	na	na	3
SL1344_1334	sseC	5.18E-42	-15	2	6.52E-13	-4.058707899	2	0.003689588	-3.207365623	2	1.86E-33	-15	2
SL1344_1335	sseD	3.14E-19	-5.805211764	2	na	na	3	7.19E-10	-15	2	2.46E-30	-15	2
SL1344_1336	sseE	0.014691175	-1.666191808	2	2.25E-08	-15	2	2.14E-09	-8.860151441	2	na	na	3
SL1344_1338	sseF	0.002159498	-1.798674446	2	na	na	3	na	na	3	na	na	3
SL1344_1339	sseG	0.002603538	-1.807630132	2	1.53E-25	-6.0381103	2	1.92E-10	-15	2	6.01E-71	-15	2
SL1344_1340	ssaG	2.59E-31	-7.008554299	2	na	na	3	na	na	3	na	na	3
SL1344_1341	ssaH	1.45E-20	-5.606052784	2	na	na	3	na	na	3	na	na	3
SL1344_1343	ssaJ	1.40E-45	-15	2	na	na	3	na	na	3	na	na	3
SL1344_1344	SL1344_1344	1.40E-45	-15	2	na	na	3	na	na	3	na	na	3
SL1344_1346	ssaL	7.69E-34	-8.084111359	2	na	na	3	na	na	3	na	na	3
SL1344_1348	ssaV	1.12E-39	-9.825315532	2	0.00000456	-15	2	0.004464137	-3.210589544	2	na	na	3
SL1344_1349	ssaN	7.41E-25	-15	2	na	na	3	na	na	3	na	na	3
SL1344_1352	ssaQ	1.75E-37	-15	2	0.000000555	-15	2	1.53E-10	-15	2	2.42E-31	-15	2
SL1344_1353	ssaR	1.33E-26	-7.307407792	2	na	na	3	na	na	3	na	na	3
SL1344_1354	ssaS	1.45E-32	-8.028286066	2	na	na	3	na	na	3	na	na	3
SL1344_1355	ssaT	5.19E-30	-7.857977646	2	na	na	3	na	na	3	na	na	3
SL1344_1356	ssaU	5.45E-32	-8.282244463	2	na	na	3	na	na	3	na	na	3
SL1344_1357	norM	0.405867608	0.878119067	0	na	na	3	na	na	3	na	na	3
SL1344_1359	cfa	0.216106461	-1.054100541	0	na	na	3	na	na	3	na	na	3
SL1344_1360	ydhC	0.722622143	0.575874002	0	0.400907164	1.00040474	0	1	0.214119117	0	0.830041587	-0.163981389	0
SL1344_1361	ydhB	0.990412605	0.305585647	0	na	na	3	na	na	3	na	na	3
SL1344_1362	purR	0.970323666	-0.08229152	0	na	na	3	na	na	3	na	na	3
SL1344_1363	sodB	0.108879949	-1.20392143	0	na	na	3	na	na	3	na	na	3
SL1344_1364	ydhO	0.410458871	0.901070628	0	0.42065334	-0.97504026	0	0.799664508	-0.650599198	0	2.02E-13	-2.504165361	2
SL1344_1365	ydhD	0.379368836	-0.84143918	0	na	na	3	na	na	3	na	na	3
SL1344_1367	gloA	na	na	3	0.229676687	1.717117539	0	0.968960871	0.30766771	0	0.002280109	2.637092194	1
SL1344_1368	nemA	0.971824034	-0.104764078	0	0.772399691	0.544439096	0	0.968960871	-0.163549796	0	0.86575795	0.120441076	0
SL1344_1369	ydhM	0.984587543	-0.047202894	0	na	na	3	na	na	3	na	na	3
SL1344_1370	ydhL	0.811067846	-0.385255551	0	na	na	3	na	na	3	na	na	3
SL1344_1371	ydhF	0.962251626	-0.113479908	0	na	na	3	0.925939064	-0.299134173	0	0.002130836	-1.753584248	2
SL1344_1372	sodCb	0.16881001	-1.290030327	0	na	na	3	na	na	3	na	na	3
SL1344_1373	SL1344_1373	0.138757545	1.531320506	0	0.536380212	0.744632124	0	0.753745005	1.250495894	0	0.205646397	-0.726546539	0
SL1344_1376	slyA	2.07E-27	-6.401289924	2	na	na	3	na	na	3	na	na	3
SL1344_1377	slyB	0.878049318	-0.311109667	0	na	na	3	na	na	3	na	na	3
SL1344_1378	anmK	na	na	3	0.748189867	0.432852644	0	0.962925452	-0.167545129	0	0.005874067	-0.976167809	2
SL1344_1382	pdxY	0.576111377	-0.643509899	0	na	na	3	na	na	3	na	na	3
SL1344_1383	gst	0.512658089	-15	0	na	na	3	na	na	3	na	na	3
SL1344_1384	tppB	0.760019491	0.513823025	0	0.170123685	2.923147379	0	0.871271057	0.644110313	0	0.0000344	3.630925651	1
SL1344_1385	nth	na	na	3	0.963775552	0.089076695	0	0.904374869	-0.383308194	0	0.118064603	-0.858842768	0
SL1344_1386	rnfE	0.084470275	-1.353813131	0	na	na	3	0.00173937	-3.286465054	2	2.38E-09	-3.06660935	2
SL1344_1387	rnfG	0.320513748	-0.935732764	0	na	na	3	na	na	3	na	na	3
SL1344_1388	rnfD	0.817363974	-0.377480059	0	0.490068492	-0.852101305	0	0.470754801	-1.350181663	0	0.0000776	-1.526806846	2
SL1344_1389	rnfC	0.355105944	-0.876892727	0	0.236219727	-1.253669872	0	0.001865214	-3.453414429	2	0.469107446	-0.407821892	0
SL1344_1390	rnfB	0.442443686	-0.78180773	0	na	na	3	na	na	3	na	na	3
SL1344_1391	rnfA	0.438096082	-0.793519398	0	na	na	3	1	0.075226814	0	5.51E-12	-3.593273385	2
SL1344_1393	ydgT	0.490127376	0.791638045	0	na	na	3	na	na	3	na	na	3
SL1344_1393A	blr	na	na	3	0.730358498	0.452292131	0	0.868074497	0.649551879	0	0.005295507	-1.624082312	2
SL1344_1394	ydgJ	0.427182833	0.84974947	0	0.106323808	-2.114206904	0	0.628025634	1.187971518	0	0.573917272	0.328498619	0
SL1344_1395	add	0.740524093	0.517636226	0	0.176914026	2.908499848	0	0.782158105	0.889178222	0	0.387787883	0.566308094	0
SL1344_1396	ydgA	0.35001053	1.211102297	0	0.006454361	-3.601002512	2	0.88262932	0.651101821	0	1.96E-08	-2.835503364	2
SL1344_1397	manA	9.87E-10	-3.798697753	2	0.0000291	-15	2	0.0000486	-4.491689152	2	0.0001207	-15	2
SL1344_1398	fumA	0.749190004	-0.533410156	0	na	na	3	na	na	3	na	na	3
SL1344_1400	fumC	0.62344406	1.257996314	0	na	na	3	na	na	3	na	na	3
SL1344_1401	tus	0.811266738	-0.376179598	0	0.240829982	1.437974193	0	0.99815993	-0.088575334	0	0.607843618	0.409180201	0
SL1344_1402	rstB	0.425639468	0.911699938	0	na	na	3	na	na	3	na	na	3
SL1344_1403	SL1344_1403	0.155680065	1.310612844	0	0.233272714	1.27502712	0	0.734605996	0.981079871	0	0.008091412	1.863640185	1
SL1344_1404	ompN	0.927205701	0.240327117	0	4.35E-10	-3.27942431	2	6.49E-08	-6.454631182	2	3.05E-34	-15	2
SL1344_1405	rstA	0.972865512	-0.074322858	0	na	na	3	na	na	3	na	na	3
SL1344_1406	ydgC	0.884473307	0.31172494	0	na	na	3	na	na	3	na	na	3
SL1344_1407	ydgI	0.266416329	1.049316881	0	1.62E-08	-15	2	0.169725392	-1.745046214	0	2.68E-19	-5.369997231	2
SL1344_1408	ydgH	0.942280928	-0.163606861	0	na	na	3	na	na	3	na	na	3
SL1344_1409	pntA	0.494218718	-0.765572809	0	0.929681392	0.137237886	0	0.759909577	1.8298157	0	0.504275313	-0.50615972	0
SL1344_1410	pntB	0.799724041	-0.791075441	0	0.821760172	-0.387665712	0	0.816904354	-0.628669001	0	0.006655518	-1.514266427	2
